year_quarter,hb,location,specialty,specialty_name,all_staffed_beddays,total_occupied_beddays,average_available_staffed_beds,average_occupied_beds,percentage_occupancy,hb_name,country.x,shb_name,country.y
2021 Q4,SB0801,D102H,C4,Cardiothoracic Surgery,7994,5441,86.89130435,59.14130435,68.06354766,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,SB0801,C4,Cardiothoracic Surgery,7994,5441,86.89130435,59.14130435,68.06354766,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,D102H,H1,Clinical Radiology,27,27,0.3,0.3,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,SB0801,H1,Clinical Radiology,27,27,0.3,0.3,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,D102H,H1,Clinical Radiology,48,48,0.527472527,0.527472527,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,SB0801,H1,Clinical Radiology,48,48,0.527472527,0.527472527,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,D102H,H1,Clinical Radiology,3,3,0.032608696,0.032608696,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,SB0801,H1,Clinical Radiology,3,3,0.032608696,0.032608696,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,D102H,NA,Dental Grouping,7,7,0.077777778,0.077777778,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,SB0801,NA,Dental Grouping,7,7,0.077777778,0.077777778,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,D102H,NA,Dental Grouping,2,2,0.021978022,0.021978022,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,SB0801,NA,Dental Grouping,2,2,0.021978022,0.021978022,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,D102H,NA,Dental Grouping,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,SB0801,NA,Dental Grouping,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,D102H,NA,Dental Grouping,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,SB0801,NA,Dental Grouping,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,D102H,C5,"Ear, Nose & Throat (ENT)",260,260,2.857142857,2.857142857,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,SB0801,C5,"Ear, Nose & Throat (ENT)",260,260,2.857142857,2.857142857,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,D102H,C5,"Ear, Nose & Throat (ENT)",184,184,2,2,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,SB0801,C5,"Ear, Nose & Throat (ENT)",184,184,2,2,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,D102H,C5,"Ear, Nose & Throat (ENT)",122,122,1.326086957,1.326086957,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,SB0801,C5,"Ear, Nose & Throat (ENT)",122,122,1.326086957,1.326086957,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,D102H,C5,"Ear, Nose & Throat (ENT)",157,157,1.744444444,1.744444444,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,SB0801,C5,"Ear, Nose & Throat (ENT)",157,157,1.744444444,1.744444444,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,D102H,C5,"Ear, Nose & Throat (ENT)",113,113,1.241758242,1.241758242,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,SB0801,C5,"Ear, Nose & Throat (ENT)",113,113,1.241758242,1.241758242,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,D102H,C5,"Ear, Nose & Throat (ENT)",28,28,0.304347826,0.304347826,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,SB0801,C5,"Ear, Nose & Throat (ENT)",28,28,0.304347826,0.304347826,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,D102H,C5,"Ear, Nose & Throat (ENT)",57,57,0.619565217,0.619565217,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,SB0801,C5,"Ear, Nose & Throat (ENT)",57,57,0.619565217,0.619565217,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2016 Q4,SB0801,D102H,C1,General Surgery,73,73,0.793478261,0.793478261,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2016 Q4,SB0801,SB0801,C1,General Surgery,73,73,0.793478261,0.793478261,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q1,SB0801,D102H,C1,General Surgery,70,70,0.777777778,0.777777778,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q1,SB0801,SB0801,C1,General Surgery,70,70,0.777777778,0.777777778,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q2,SB0801,D102H,C1,General Surgery,57,57,0.626373626,0.626373626,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q2,SB0801,SB0801,C1,General Surgery,57,57,0.626373626,0.626373626,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q3,SB0801,D102H,C1,General Surgery,65,65,0.706521739,0.706521739,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q3,SB0801,SB0801,C1,General Surgery,65,65,0.706521739,0.706521739,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q4,SB0801,D102H,C1,General Surgery,47,47,0.510869565,0.510869565,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q4,SB0801,SB0801,C1,General Surgery,47,47,0.510869565,0.510869565,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q1,SB0801,D102H,C1,General Surgery,72,72,0.8,0.8,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q1,SB0801,SB0801,C1,General Surgery,72,72,0.8,0.8,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q2,SB0801,D102H,C1,General Surgery,49,49,0.538461538,0.538461538,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q2,SB0801,SB0801,C1,General Surgery,49,49,0.538461538,0.538461538,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q3,SB0801,D102H,C1,General Surgery,61,61,0.663043478,0.663043478,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q3,SB0801,SB0801,C1,General Surgery,61,61,0.663043478,0.663043478,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q4,SB0801,D102H,C1,General Surgery,94,94,1.02173913,1.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q4,SB0801,SB0801,C1,General Surgery,94,94,1.02173913,1.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q1,SB0801,D102H,C1,General Surgery,39,39,0.433333333,0.433333333,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q1,SB0801,SB0801,C1,General Surgery,39,39,0.433333333,0.433333333,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q2,SB0801,D102H,C1,General Surgery,43,43,0.472527473,0.472527473,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q2,SB0801,SB0801,C1,General Surgery,43,43,0.472527473,0.472527473,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q3,SB0801,D102H,C1,General Surgery,34,34,0.369565217,0.369565217,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q3,SB0801,SB0801,C1,General Surgery,34,34,0.369565217,0.369565217,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q4,SB0801,D102H,C1,General Surgery,47,47,0.510869565,0.510869565,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q4,SB0801,SB0801,C1,General Surgery,47,47,0.510869565,0.510869565,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q1,SB0801,D102H,C1,General Surgery,55,55,0.604395604,0.604395604,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q1,SB0801,SB0801,C1,General Surgery,55,55,0.604395604,0.604395604,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,D102H,C1,General Surgery,804,111,8.835164835,1.21978022,13.80597015,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,SB0801,C1,General Surgery,804,111,8.835164835,1.21978022,13.80597015,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,D102H,C1,General Surgery,1022,145,11.10869565,1.576086957,14.18786693,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,SB0801,C1,General Surgery,1022,145,11.10869565,1.576086957,14.18786693,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,D102H,C1,General Surgery,67,67,0.72826087,0.72826087,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,SB0801,C1,General Surgery,67,67,0.72826087,0.72826087,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,D102H,C1,General Surgery,154,154,1.711111111,1.711111111,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,SB0801,C1,General Surgery,154,154,1.711111111,1.711111111,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,D102H,C1,General Surgery,1001,33,11,0.362637363,3.296703297,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,SB0801,C1,General Surgery,1001,33,11,0.362637363,3.296703297,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,D102H,C1,General Surgery,1336,328,14.52173913,3.565217391,24.5508982,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,SB0801,C1,General Surgery,1336,328,14.52173913,3.565217391,24.5508982,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,D102H,C1,General Surgery,1632,427,17.73913043,4.641304348,26.16421569,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,SB0801,C1,General Surgery,1632,427,17.73913043,4.641304348,26.16421569,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,D102H,F2,Gynaecology,51,51,0.56043956,0.56043956,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,SB0801,F2,Gynaecology,51,51,0.56043956,0.56043956,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,D102H,F2,Gynaecology,82,82,0.891304348,0.891304348,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,SB0801,F2,Gynaecology,82,82,0.891304348,0.891304348,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,D102H,F2,Gynaecology,91,91,0.989130435,0.989130435,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,SB0801,F2,Gynaecology,91,91,0.989130435,0.989130435,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,D102H,F2,Gynaecology,83,83,0.922222222,0.922222222,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,SB0801,F2,Gynaecology,83,83,0.922222222,0.922222222,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,D102H,F2,Gynaecology,79,79,0.868131868,0.868131868,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,SB0801,F2,Gynaecology,79,79,0.868131868,0.868131868,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,D102H,F2,Gynaecology,32,32,0.347826087,0.347826087,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,SB0801,F2,Gynaecology,32,32,0.347826087,0.347826087,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2016 Q4,SB0801,D102H,NA,Medical Grouping,2562,2276,27.84782609,24.73913043,88.83684621,NA,NA,The Golden Jubilee National Hospital,S92000003
2016 Q4,SB0801,SB0801,NA,Medical Grouping,2562,2276,27.84782609,24.73913043,88.83684621,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q1,SB0801,D102H,NA,Medical Grouping,2429,2154,26.98888889,23.93333333,88.67846851,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q1,SB0801,SB0801,NA,Medical Grouping,2429,2154,26.98888889,23.93333333,88.67846851,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q2,SB0801,D102H,NA,Medical Grouping,2697,2400,29.63736264,26.37362637,88.98776418,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q2,SB0801,SB0801,NA,Medical Grouping,2697,2400,29.63736264,26.37362637,88.98776418,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q3,SB0801,D102H,NA,Medical Grouping,2636,2292,28.65217391,24.91304348,86.94992413,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q3,SB0801,SB0801,NA,Medical Grouping,2636,2292,28.65217391,24.91304348,86.94992413,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q4,SB0801,D102H,NA,Medical Grouping,2769,2446,30.09782609,26.58695652,88.33513904,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q4,SB0801,SB0801,NA,Medical Grouping,2769,2446,30.09782609,26.58695652,88.33513904,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q1,SB0801,D102H,NA,Medical Grouping,2554,2209,28.37777778,24.54444444,86.4917776,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q1,SB0801,SB0801,NA,Medical Grouping,2554,2209,28.37777778,24.54444444,86.4917776,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q2,SB0801,D102H,NA,Medical Grouping,2748,2468,30.1978022,27.12087912,89.81077147,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q2,SB0801,SB0801,NA,Medical Grouping,2748,2468,30.1978022,27.12087912,89.81077147,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q3,SB0801,D102H,NA,Medical Grouping,2886,2554,31.36956522,27.76086957,88.4961885,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q3,SB0801,SB0801,NA,Medical Grouping,2886,2554,31.36956522,27.76086957,88.4961885,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q4,SB0801,D102H,NA,Medical Grouping,3078,2732,33.45652174,29.69565217,88.75893437,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q4,SB0801,SB0801,NA,Medical Grouping,3078,2732,33.45652174,29.69565217,88.75893437,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q1,SB0801,D102H,NA,Medical Grouping,2942,2668,32.68888889,29.64444444,90.68660775,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q1,SB0801,SB0801,NA,Medical Grouping,2942,2668,32.68888889,29.64444444,90.68660775,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q2,SB0801,D102H,NA,Medical Grouping,2776,2502,30.50549451,27.49450549,90.129683,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q2,SB0801,SB0801,NA,Medical Grouping,2776,2502,30.50549451,27.49450549,90.129683,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q3,SB0801,D102H,NA,Medical Grouping,2874,2486,31.23913043,27.02173913,86.49965205,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q3,SB0801,SB0801,NA,Medical Grouping,2874,2486,31.23913043,27.02173913,86.49965205,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q4,SB0801,D102H,NA,Medical Grouping,2731,2416,29.68478261,26.26086957,88.46576346,NA,NA,The Golden Jubilee National Hospital,S92000003
2019 Q4,SB0801,SB0801,NA,Medical Grouping,2731,2416,29.68478261,26.26086957,88.46576346,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q1,SB0801,D102H,NA,Medical Grouping,2836,2392,31.16483516,26.28571429,84.34414669,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q1,SB0801,SB0801,NA,Medical Grouping,2836,2392,31.16483516,26.28571429,84.34414669,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,D102H,NA,Medical Grouping,4547,3326,49.96703297,36.54945055,73.14712998,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q2,SB0801,SB0801,NA,Medical Grouping,4547,3326,49.96703297,36.54945055,73.14712998,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,D102H,NA,Medical Grouping,4227,3126,45.94565217,33.97826087,73.95315827,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q3,SB0801,SB0801,NA,Medical Grouping,4227,3126,45.94565217,33.97826087,73.95315827,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,D102H,NA,Medical Grouping,3771,2649,40.98913043,28.79347826,70.24661893,NA,NA,The Golden Jubilee National Hospital,S92000003
2020 Q4,SB0801,SB0801,NA,Medical Grouping,3771,2649,40.98913043,28.79347826,70.24661893,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,D102H,NA,Medical Grouping,4396,3198,48.84444444,35.53333333,72.74795268,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,SB0801,NA,Medical Grouping,4396,3198,48.84444444,35.53333333,72.74795268,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,D102H,NA,Medical Grouping,3587,3305,39.41758242,36.31868132,92.13827711,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,SB0801,NA,Medical Grouping,3587,3305,39.41758242,36.31868132,92.13827711,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,D102H,NA,Medical Grouping,3809,3323,41.40217391,36.11956522,87.2407456,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,SB0801,NA,Medical Grouping,3809,3323,41.40217391,36.11956522,87.2407456,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,D102H,NA,Medical Grouping,4664,3880,50.69565217,42.17391304,83.19039451,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,SB0801,NA,Medical Grouping,4664,3880,50.69565217,42.17391304,83.19039451,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q2,SB0801,D102H,C7,Ophthalmology,1,1,0.010989011,0.010989011,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q2,SB0801,SB0801,C7,Ophthalmology,1,1,0.010989011,0.010989011,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q3,SB0801,D102H,C7,Ophthalmology,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q3,SB0801,SB0801,C7,Ophthalmology,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,D102H,D3,Oral Surgery,7,7,0.077777778,0.077777778,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q1,SB0801,SB0801,D3,Oral Surgery,7,7,0.077777778,0.077777778,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,D102H,D3,Oral Surgery,2,2,0.021978022,0.021978022,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q2,SB0801,SB0801,D3,Oral Surgery,2,2,0.021978022,0.021978022,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,D102H,D3,Oral Surgery,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q3,SB0801,SB0801,D3,Oral Surgery,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,D102H,D3,Oral Surgery,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2021 Q4,SB0801,SB0801,D3,Oral Surgery,2,2,0.02173913,0.02173913,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2016 Q4,SB0801,D102H,C9,Plastic Surgery,12,12,0.130434783,0.130434783,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2016 Q4,SB0801,SB0801,C9,Plastic Surgery,12,12,0.130434783,0.130434783,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q1,SB0801,D102H,C9,Plastic Surgery,23,23,0.255555556,0.255555556,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q1,SB0801,SB0801,C9,Plastic Surgery,23,23,0.255555556,0.255555556,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q2,SB0801,D102H,C9,Plastic Surgery,9,9,0.098901099,0.098901099,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q2,SB0801,SB0801,C9,Plastic Surgery,9,9,0.098901099,0.098901099,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q3,SB0801,D102H,C9,Plastic Surgery,11,11,0.119565217,0.119565217,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q3,SB0801,SB0801,C9,Plastic Surgery,11,11,0.119565217,0.119565217,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q4,SB0801,D102H,C9,Plastic Surgery,10,10,0.108695652,0.108695652,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2017 Q4,SB0801,SB0801,C9,Plastic Surgery,10,10,0.108695652,0.108695652,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q1,SB0801,D102H,C9,Plastic Surgery,12,12,0.133333333,0.133333333,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q1,SB0801,SB0801,C9,Plastic Surgery,12,12,0.133333333,0.133333333,100,NA,NA,The Golden Jubilee National Hospital,S92000003
2018 Q2,SB0801,D102H,C9,Plastic Surgery,9,9,0.098901099,0.098901099,100,NA,NA,The Golden Jubilee National Hospital,S92000003
